Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,45-54 years,12,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,55-64 years,33,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,65-74 years,61,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,75-84 years,87,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,85 years and over,93,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,All ages,296,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee Total,All,All Ages,672,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,Under 1 year,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,5-14 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,25-34 years,41,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,35-44 years,82,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,45-54 years,214,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,55-64 years,426,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,65-74 years,577,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,75-84 years,531,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,85 years and over,358,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Male,All ages,2237,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,1-4 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,25-34 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,35-44 years,40,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,45-54 years,87,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,55-64 years,183,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,65-74 years,301,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,75-84 years,377,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,85 years and over,462,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Female,All ages,1469,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Texas Total,All,All Ages,3706,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,55-64 years,27,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,65-74 years,38,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,75-84 years,34,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,85 years and over,19,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Male,All ages,135,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,65-74 years,17,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,75-84 years,22,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,85 years and over,26,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Female,All ages,84,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Utah Total,All,All Ages,219,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,75-84 years,16,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,85 years and over,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Male,All ages,33,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,55-64 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,85 years and over,10,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Female,All ages,24,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Vermont Total,All,All Ages,57,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,35-44 years,18,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,45-54 years,58,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,55-64 years,143,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,65-74 years,234,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,75-84 years,306,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,85 years and over,271,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Male,All ages,1035,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,35-44 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,45-54 years,28,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,55-64 years,77,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,65-74 years,170,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,75-84 years,270,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,85 years and over,473,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Female,All ages,1033,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Virginia Total,All,All Ages,2068,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,35-44 years,15,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,45-54 years,32,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,55-64 years,81,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,65-74 years,139,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,75-84 years,187,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,85 years and over,207,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Male,All ages,668,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,45-54 years,16,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,55-64 years,42,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,65-74 years,103,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,75-84 years,152,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,85 years and over,249,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Female,All ages,567,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Washington Total,All,All Ages,1235,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,65-74 years,18,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,75-84 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,85 years and over,13,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Male,All ages,53,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,45-54 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,65-74 years,10,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,75-84 years,13,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,85 years and over,25,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Female,All ages,50,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,West Virginia Total,All,All Ages,103,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,35-44 years,10,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,45-54 years,29,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,55-64 years,64,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,65-74 years,112,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,75-84 years,111,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,85 years and over,108,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Male,All ages,441,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,45-54 years,12,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,55-64 years,41,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,65-74 years,76,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,75-84 years,90,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,85 years and over,157,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Female,All ages,384,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wisconsin Total,All,All Ages,825,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,85 years and over,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Male,All ages,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,55-64 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,85 years and over,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Female,All ages,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Wyoming Total,All,All Ages,18,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,45-54 years,13,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,55-64 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,65-74 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,75-84 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,85 years and over,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Male,All ages,20,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,5-14 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,55-64 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Puerto Rico,Female,65-74 years,0,,,,,,,,,,,,,,,,,,,,,,,,
